subset_date~date;geo_1~localite;geo_2~filet;pie_1~statut_migrateur;subset_1~statut_agronomique;quantity~quantite;IUCN_id;subset_3_x~espece;link~URL;subset_2~iucn_cat
1889-09-28;Lavelanet;f_004;reproducteur;auxiliaire;3;22724367;Dolichonyx oryzivorus;https://www.iucnredlist.org/species/22724367/94863313;LC
1894-05-25;Lavelanet;f_002;inconnu;susceptible de provoquer des dégats;4;22679943;Branta leucopsis;https://www.iucnredlist.org/species/22679943/131909954;LC
1884-09-25;Lavelanet;f_006;migrateur;susceptible de provoquer des dégats;2;22696076;Aquila fasciata;https://www.iucnredlist.org/species/22696076/155464015;LC
1878-06-12;Peyrissas;f_004;reproducteur;non concerné;3;22694927;Fratercula arctica;https://www.iucnredlist.org/species/22694927/132581443;VU
1875-05-26;Gardouch;f_006;inconnu;non concerné;4;22693447;Calidris subruficollis;https://www.iucnredlist.org/species/22693447/111804064;NT
1877-02-16;Lavelanet;f_001;inconnu;non concerné;3;22714657;Locustella naevia;https://www.iucnredlist.org/species/22714657/118740792;LC
1890-12-26;Gardouch;f_001;migrateur;susceptible de provoquer des dégats;3;22678944;Coturnix coturnix;https://www.iucnredlist.org/species/22678944/131904485;LC
1875-01-09;Lavelanet;f_005;migrateur;auxiliaire;3;103843725;Phylloscopus collybita;https://www.iucnredlist.org/species/103843725/155613186;LC
1872-01-01;Lavelanet;f_007;inconnu;auxiliaire;4;22694927;Fratercula arctica;https://www.iucnredlist.org/species/22694927/132581443;VU
1890-10-17;Gardouch;f_005;reproducteur;auxiliaire;3;22697008;Ardea melanocephala;https://www.iucnredlist.org/species/22697008/93598165;LC
1870-06-15;Peyrissas;f_002;reproducteur;auxiliaire;4;22694497;Rissa tridactyla;https://www.iucnredlist.org/species/22694497/155617539;VU
1898-09-14;Lavelanet;f_004;inconnu;susceptible de provoquer des dégats;5;22680174;Anas rubripes;https://www.iucnredlist.org/species/22680174/92848173;LC
1898-03-14;Gardouch;f_006;migrateur;non concerné;4;22694861;Cepphus grylle;https://www.iucnredlist.org/species/22694861/132577878;LC
1888-03-14;Lavelanet;f_006;migrateur;non concerné;3;22680163;Mareca americana;https://www.iucnredlist.org/species/22680163/92846924;LC
1877-10-08;Peyrissas;f_004;reproducteur;non concerné;3;NA;Ichthyaetus audouinii;NA;NA
1891-07-16;Lavelanet;f_002;inconnu;non concerné;2;22705921;Pyrrhocorax graculus;https://www.iucnredlist.org/species/22705921/87386602;LC
1886-03-22;Lavelanet;f_004;inconnu;non concerné;4;22735929;Larus cachinnans;https://www.iucnredlist.org/species/22735929/132665415;LC
1876-09-10;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;2;22679943;Branta leucopsis;https://www.iucnredlist.org/species/22679943/131909954;LC
1869-10-25;Gardouch;f_004;migrateur;non concerné;2;22680462;Bucephala albeola;https://www.iucnredlist.org/species/22680462/92863192;LC
1899-05-21;Lavelanet;f_011;inconnu;non concerné;3;22724354;Molothrus ater;https://www.iucnredlist.org/species/22724354/132175819;LC
1894-09-06;Peyrissas;f_004;migrateur;non concerné;3;22680405;Somateria mollissima;https://www.iucnredlist.org/species/22680405/132525971;NT
1905-03-08;Peyrissas;f_003;migrateur;auxiliaire;3;22716776;Panurus biarmicus;https://www.iucnredlist.org/species/22716776/87767500;LC
1904-01-16;Gardouch;f_003;reproducteur;non concerné;3;22708286;Monticola solitarius;https://www.iucnredlist.org/species/22708286/87933903;LC
1879-04-12;Gardouch;f_005;migrateur;auxiliaire;1;22683873;Cuculus canorus;https://www.iucnredlist.org/species/22683873/155496731;LC
1903-10-27;Lavelanet;f_002;inconnu;susceptible de provoquer des dégats;3;NA;Luscinia svecica;NA;NA
1897-05-23;Peyrissas;f_004;inconnu;auxiliaire;5;103888106;Turdus merula;https://www.iucnredlist.org/species/103888106/87871094;LC
1894-05-25;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;3;22705011;Lanius cristatus;https://www.iucnredlist.org/species/22705011/93995637;LC
1904-03-14;Gardouch;f_003;reproducteur;non concerné;4;22693072;Scolopax minor;https://www.iucnredlist.org/species/22693072/93382120;LC
1893-06-08;Peyrissas;f_002;inconnu;auxiliaire;2;22712252;Hirundo rustica;https://www.iucnredlist.org/species/22712252/137668645;LC
1871-07-16;Lavelanet;f_010;reproducteur;auxiliaire;3;22696076;Aquila fasciata;https://www.iucnredlist.org/species/22696076/155464015;LC
1889-07-24;Lavelanet;f_005;inconnu;non concerné;2;22679946;Branta bernicla;https://www.iucnredlist.org/species/22679946/85966135;LC
1877-09-29;Peyrissas;f_002;migrateur;susceptible de provoquer des dégats;5;22679943;Branta leucopsis;https://www.iucnredlist.org/species/22679943/131909954;LC
1893-02-13;Lavelanet;f_005;migrateur;susceptible de provoquer des dégats;2;22679946;Branta bernicla;https://www.iucnredlist.org/species/22679946/85966135;LC
1895-03-15;Lavelanet;f_005;reproducteur;susceptible de provoquer des dégats;3;103845882;Phylloscopus borealis;https://www.iucnredlist.org/species/103845882/87673832;LC
1901-08-27;Lavelanet;f_003;reproducteur;susceptible de provoquer des dégats;5;22735002;Regulus ignicapilla;https://www.iucnredlist.org/species/22735002/87781502;LC
1890-12-18;Lavelanet;f_008;reproducteur;non concerné;5;22686774;Tachymarptis melba;https://www.iucnredlist.org/species/22686774/86109107;LC
1876-09-13;Peyrissas;f_004;reproducteur;susceptible de provoquer des dégats;4;22679943;Branta leucopsis;https://www.iucnredlist.org/species/22679943/131909954;LC
1904-03-25;Peyrissas;f_001;reproducteur;non concerné;5;22680317;Sibirionetta formosa;https://www.iucnredlist.org/species/22680317/92855272;LC
1880-10-28;Lavelanet;f_004;inconnu;auxiliaire;5;22683873;Cuculus canorus;https://www.iucnredlist.org/species/22683873/155496731;LC
1901-03-28;Peyrissas;f_001;inconnu;auxiliaire;1;22696362;Falco tinnunculus;https://www.iucnredlist.org/species/22696362/93556429;LC
1909-11-15;Lavelanet;f_008;migrateur;auxiliaire;4;22708286;Monticola solitarius;https://www.iucnredlist.org/species/22708286/87933903;LC
1887-12-23;Gardouch;f_002;inconnu;susceptible de provoquer des dégats;3;22714445;Cettia cetti;https://www.iucnredlist.org/species/22714445/111073290;LC
1902-04-02;Peyrissas;f_001;migrateur;auxiliaire;4;22736108;Turdus atrogularis;https://www.iucnredlist.org/species/22736108/119726457;LC
1875-11-04;Peyrissas;f_004;migrateur;auxiliaire;4;NA;Acanthis hornemanni;NA;NA
1880-03-07;Peyrissas;f_002;inconnu;non concerné;4;103768039;Emberiza spodocephala;https://www.iucnredlist.org/species/103768039/94694421;LC
1909-10-11;Gardouch;f_006;migrateur;auxiliaire;2;22714445;Cettia cetti;https://www.iucnredlist.org/species/22714445/111073290;LC
1882-11-23;Gardouch;f_002;migrateur;non concerné;3;22694841;Uria aalge;https://www.iucnredlist.org/species/22694841/132577296;LC
1898-05-16;Lavelanet;f_011;reproducteur;non concerné;4;22680358;Aythya ferina;https://www.iucnredlist.org/species/22680358/155473754;VU
1874-02-07;Lavelanet;f_010;inconnu;non concerné;3;22680163;Mareca americana;https://www.iucnredlist.org/species/22680163/92846924;LC
1903-04-30;Gardouch;f_006;reproducteur;non concerné;2;22718644;Prunella atrogularis;https://www.iucnredlist.org/species/22718644/88042898;LC
1908-08-01;Gardouch;f_004;reproducteur;non concerné;3;45100023;Phasianus colchicus;https://www.iucnredlist.org/species/45100023/85926819;LC
1888-09-25;Lavelanet;f_001;inconnu;susceptible de provoquer des dégats;5;22693072;Scolopax minor;https://www.iucnredlist.org/species/22693072/93382120;LC
1895-08-14;Lavelanet;f_004;inconnu;non concerné;2;22683740;Merops persicus;https://www.iucnredlist.org/species/22683740/155514718;LC
1906-08-01;Gardouch;f_005;reproducteur;non concerné;2;22686774;Tachymarptis melba;https://www.iucnredlist.org/species/22686774/86109107;LC
1890-08-18;Gardouch;f_002;inconnu;non concerné;2;NA;Chroicocephalus ridibundus;NA;NA
1895-11-27;Peyrissas;f_002;migrateur;non concerné;3;22718575;Anthus rubescens;https://www.iucnredlist.org/species/22718575/155437845;LC
1890-11-25;Lavelanet;f_002;migrateur;auxiliaire;4;22714736;Acrocephalus dumetorum;https://www.iucnredlist.org/species/22714736/111098258;LC
1905-11-16;Gardouch;f_002;migrateur;non concerné;2;22720990;Emberiza melanocephala;https://www.iucnredlist.org/species/22720990/89314245;LC
1891-07-24;Peyrissas;f_003;inconnu;non concerné;3;22720990;Emberiza melanocephala;https://www.iucnredlist.org/species/22720990/89314245;LC
1871-11-21;Lavelanet;f_006;migrateur;non concerné;4;22694127;Glareola pratincola;https://www.iucnredlist.org/species/22694127/120026910;LC
1899-09-11;Lavelanet;f_007;migrateur;susceptible de provoquer des dégats;2;22705921;Pyrrhocorax graculus;https://www.iucnredlist.org/species/22705921/87386602;LC
1880-05-14;Peyrissas;f_004;inconnu;auxiliaire;4;22683740;Merops persicus;https://www.iucnredlist.org/species/22683740/155514718;LC
1893-06-19;Gardouch;f_003;inconnu;auxiliaire;3;22720990;Emberiza melanocephala;https://www.iucnredlist.org/species/22720990/89314245;LC
1872-12-12;Lavelanet;f_004;reproducteur;auxiliaire;4;22692146;Grus grus;https://www.iucnredlist.org/species/22692146/86219168;LC
1868-04-22;Gardouch;f_002;inconnu;non concerné;2;22706016;Corvus corone;https://www.iucnredlist.org/species/22706016/118784397;LC
1895-01-10;Gardouch;f_004;inconnu;non concerné;3;22694730;Onychoprion anaethetus;https://www.iucnredlist.org/species/22694730/154676367;LC
1871-07-01;Gardouch;f_004;migrateur;susceptible de provoquer des dégats;3;22718575;Anthus rubescens;https://www.iucnredlist.org/species/22718575/155437845;LC
1887-02-22;Gardouch;f_002;migrateur;auxiliaire;2;22728432;Puffinus mauretanicus;https://www.iucnredlist.org/species/22728432/132658315;CR
1906-03-29;Peyrissas;f_004;reproducteur;susceptible de provoquer des dégats;4;22680358;Aythya ferina;https://www.iucnredlist.org/species/22680358/155473754;VU
1905-04-29;Lavelanet;f_008;reproducteur;auxiliaire;4;22679943;Branta leucopsis;https://www.iucnredlist.org/species/22679943/131909954;LC
1904-10-28;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;3;22705921;Pyrrhocorax graculus;https://www.iucnredlist.org/species/22705921/87386602;LC
1901-06-27;Gardouch;f_003;migrateur;non concerné;2;22689362;Aegolius funereus;https://www.iucnredlist.org/species/22689362/93228127;LC
1901-09-08;Lavelanet;f_010;reproducteur;auxiliaire;3;22716937;Sylvia nisoria;https://www.iucnredlist.org/species/22716937/87716403;LC
1884-02-11;Gardouch;f_003;reproducteur;non concerné;3;22712252;Hirundo rustica;https://www.iucnredlist.org/species/22712252/137668645;LC
1877-09-17;Lavelanet;f_002;migrateur;non concerné;0;22718617;Prunella collaris;https://www.iucnredlist.org/species/22718617/88039291;LC
1902-06-02;Gardouch;f_003;migrateur;non concerné;5;22680459;Bucephala islandica;https://www.iucnredlist.org/species/22680459/132530132;LC
1870-11-08;Peyrissas;f_003;reproducteur;auxiliaire;5;22710051;Phoenicurus ochruros;https://www.iucnredlist.org/species/22710051/155610899;LC
1881-01-10;Lavelanet;f_008;migrateur;susceptible de provoquer des dégats;1;22696076;Aquila fasciata;https://www.iucnredlist.org/species/22696076/155464015;LC
1876-09-20;Peyrissas;f_001;reproducteur;non concerné;2;NA;Luscinia svecica;NA;NA
1877-12-11;Lavelanet;f_004;reproducteur;susceptible de provoquer des dégats;3;22694841;Uria aalge;https://www.iucnredlist.org/species/22694841/132577296;LC
1894-12-16;Peyrissas;f_003;migrateur;non concerné;3;22693072;Scolopax minor;https://www.iucnredlist.org/species/22693072/93382120;LC
1868-07-13;Lavelanet;f_010;migrateur;auxiliaire;3;22683740;Merops persicus;https://www.iucnredlist.org/species/22683740/155514718;LC
1887-02-20;Lavelanet;f_010;inconnu;non concerné;2;22735965;Periparus ater;https://www.iucnredlist.org/species/22735965/118835425;LC
1878-12-17;Peyrissas;f_002;inconnu;susceptible de provoquer des dégats;2;22728432;Puffinus mauretanicus;https://www.iucnredlist.org/species/22728432/132658315;CR
1904-04-19;Gardouch;f_002;migrateur;auxiliaire;3;22710259;Oenanthe leucura;https://www.iucnredlist.org/species/22710259/132085979;LC
1909-08-02;Peyrissas;f_002;reproducteur;auxiliaire;3;NA;Oceanodroma castro;NA;NA
1877-10-20;Lavelanet;f_003;inconnu;susceptible de provoquer des dégats;2;22681382;Dryocopus martius;https://www.iucnredlist.org/species/22681382/87301348;LC
1886-01-13;Gardouch;f_005;migrateur;non concerné;4;103768039;Emberiza spodocephala;https://www.iucnredlist.org/species/103768039/94694421;LC
1909-01-21;Lavelanet;f_001;inconnu;auxiliaire;4;22683740;Merops persicus;https://www.iucnredlist.org/species/22683740/155514718;LC
1907-07-21;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;5;103811886;Delichon urbicum;https://www.iucnredlist.org/species/103811886/118748864;LC
1901-02-22;Gardouch;f_001;migrateur;susceptible de provoquer des dégats;4;NA;Oceanodroma castro;NA;NA
1897-10-24;Lavelanet;f_008;migrateur;susceptible de provoquer des dégats;3;45100023;Phasianus colchicus;https://www.iucnredlist.org/species/45100023/85926819;LC
1899-10-09;Gardouch;f_003;inconnu;auxiliaire;2;22693447;Calidris subruficollis;https://www.iucnredlist.org/species/22693447/111804064;NT
1896-02-07;Lavelanet;f_004;migrateur;auxiliaire;3;22679935;Branta canadensis;https://www.iucnredlist.org/species/22679935/131909406;LC
1886-10-19;Gardouch;f_006;migrateur;susceptible de provoquer des dégats;2;22721664;Setophaga pensylvanica;https://www.iucnredlist.org/species/22721664/94721028;LC
1900-09-28;Peyrissas;f_003;migrateur;susceptible de provoquer des dégats;1;NA;Chroicocephalus ridibundus;NA;NA
1888-04-06;Lavelanet;f_004;reproducteur;non concerné;3;22694136;Glareola nordmanni;https://www.iucnredlist.org/species/22694136/90086476;NT
1908-02-03;Lavelanet;f_010;inconnu;auxiliaire;2;22724367;Dolichonyx oryzivorus;https://www.iucnredlist.org/species/22724367/94863313;LC
1903-11-08;Gardouch;f_004;inconnu;susceptible de provoquer des dégats;2;22714696;Acrocephalus paludicola;https://www.iucnredlist.org/species/22714696/110042215;VU
1876-11-14;Lavelanet;f_007;reproducteur;non concerné;3;22720888;Emberiza cirlus;https://www.iucnredlist.org/species/22720888/132004013;LC
1898-12-17;Lavelanet;f_009;inconnu;auxiliaire;2;22721664;Setophaga pensylvanica;https://www.iucnredlist.org/species/22721664/94721028;LC
1902-11-23;Lavelanet;f_004;reproducteur;auxiliaire;4;22694136;Glareola nordmanni;https://www.iucnredlist.org/species/22694136/90086476;NT
1884-01-08;Lavelanet;f_008;reproducteur;non concerné;2;22679935;Branta canadensis;https://www.iucnredlist.org/species/22679935/131909406;LC
1888-04-21;Lavelanet;f_008;reproducteur;non concerné;3;22679480;Lyrurus tetrix;https://www.iucnredlist.org/species/22679480/85944601;LC
1906-09-23;Lavelanet;f_008;migrateur;susceptible de provoquer des dégats;2;22686709;Chaetura pelagica;https://www.iucnredlist.org/species/22686709/131792415;VU
1892-07-02;Lavelanet;f_002;reproducteur;auxiliaire;1;22693220;Tringa nebularia;https://www.iucnredlist.org/species/22693220/86684205;LC
1893-05-14;Peyrissas;f_004;migrateur;auxiliaire;3;22710259;Oenanthe leucura;https://www.iucnredlist.org/species/22710259/132085979;LC
1897-01-14;Gardouch;f_001;inconnu;auxiliaire;3;22714891;Iduna caligata;https://www.iucnredlist.org/species/22714891/111100210;LC
1870-04-02;Gardouch;f_003;migrateur;susceptible de provoquer des dégats;3;22720030;Fringilla coelebs;https://www.iucnredlist.org/species/22720030/155432370;LC
1886-03-05;Peyrissas;f_002;migrateur;non concerné;5;22725044;Acanthis flammea;https://www.iucnredlist.org/species/22725044/155292529;LC
1886-08-28;Gardouch;f_004;migrateur;non concerné;5;22724354;Molothrus ater;https://www.iucnredlist.org/species/22724354/132175819;LC
1899-07-27;Gardouch;f_004;reproducteur;non concerné;4;22697834;Gavia arctica;https://www.iucnredlist.org/species/22697834/132606505;LC
1897-03-24;Lavelanet;f_009;inconnu;auxiliaire;2;22735965;Periparus ater;https://www.iucnredlist.org/species/22735965/118835425;LC
1893-09-04;Peyrissas;f_003;reproducteur;susceptible de provoquer des dégats;1;22735985;Cyanistes cyanus;https://www.iucnredlist.org/species/22735985/87434883;LC
1894-10-30;Lavelanet;f_011;inconnu;auxiliaire;4;22680358;Aythya ferina;https://www.iucnredlist.org/species/22680358/155473754;VU
1894-11-27;Gardouch;f_003;migrateur;non concerné;3;22693211;Tringa totanus;https://www.iucnredlist.org/species/22693211/86687799;LC
1898-04-16;Gardouch;f_001;reproducteur;susceptible de provoquer des dégats;3;22679943;Branta leucopsis;https://www.iucnredlist.org/species/22679943/131909954;LC
1888-10-24;Gardouch;f_006;inconnu;auxiliaire;5;22706016;Corvus corone;https://www.iucnredlist.org/species/22706016/118784397;LC
1886-01-13;Gardouch;f_006;migrateur;susceptible de provoquer des dégats;1;22683740;Merops persicus;https://www.iucnredlist.org/species/22683740/155514718;LC
1876-10-06;Gardouch;f_003;reproducteur;non concerné;2;103811886;Delichon urbicum;https://www.iucnredlist.org/species/103811886/118748864;LC
1899-10-31;Gardouch;f_001;inconnu;susceptible de provoquer des dégats;2;22714445;Cettia cetti;https://www.iucnredlist.org/species/22714445/111073290;LC
1897-02-03;Lavelanet;f_005;migrateur;non concerné;2;22736108;Turdus atrogularis;https://www.iucnredlist.org/species/22736108/119726457;LC
1874-12-10;Gardouch;f_005;migrateur;susceptible de provoquer des dégats;4;22693740;Pluvialis dominica;https://www.iucnredlist.org/species/22693740/93420396;LC
1889-04-25;Gardouch;f_001;migrateur;non concerné;2;22689362;Aegolius funereus;https://www.iucnredlist.org/species/22689362/93228127;LC
1896-01-13;Peyrissas;f_003;inconnu;susceptible de provoquer des dégats;4;22680405;Somateria mollissima;https://www.iucnredlist.org/species/22680405/132525971;NT
1889-02-04;Lavelanet;f_005;migrateur;susceptible de provoquer des dégats;4;22689714;Chordeiles minor;https://www.iucnredlist.org/species/22689714/93244252;LC
1882-11-21;Lavelanet;f_001;migrateur;auxiliaire;3;22708146;Bombycilla garrulus;https://www.iucnredlist.org/species/22708146/87399543;LC
1872-11-16;Peyrissas;f_002;inconnu;susceptible de provoquer des dégats;1;NA;Porzana pusilla;NA;NA
1881-03-09;Lavelanet;f_011;migrateur;auxiliaire;3;22709315;Ficedula albicollis;https://www.iucnredlist.org/species/22709315/155539425;LC
1876-09-03;Gardouch;f_006;inconnu;auxiliaire;5;22697842;Gavia immer;https://www.iucnredlist.org/species/22697842/132607418;LC
1892-06-18;Lavelanet;f_010;reproducteur;susceptible de provoquer des dégats;2;22735929;Larus cachinnans;https://www.iucnredlist.org/species/22735929/132665415;LC
1871-06-05;Lavelanet;f_007;reproducteur;auxiliaire;2;22694787;Chlidonias niger;https://www.iucnredlist.org/species/22694787/155491450;LC
1884-09-02;Lavelanet;f_001;migrateur;susceptible de provoquer des dégats;3;22692816;Porphyrio alleni;https://www.iucnredlist.org/species/22692816/93370659;LC
1881-01-06;Lavelanet;f_007;migrateur;susceptible de provoquer des dégats;3;22696092;Hieraaetus pennatus;https://www.iucnredlist.org/species/22696092/93543946;LC
1874-05-21;Lavelanet;f_005;inconnu;auxiliaire;4;22693211;Tringa totanus;https://www.iucnredlist.org/species/22693211/86687799;LC
1888-01-17;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;3;22720888;Emberiza cirlus;https://www.iucnredlist.org/species/22720888/132004013;LC
1881-12-10;Lavelanet;f_002;migrateur;non concerné;3;22708146;Bombycilla garrulus;https://www.iucnredlist.org/species/22708146/87399543;LC
1882-12-17;Gardouch;f_001;reproducteur;non concerné;3;62030590;Larus smithsonianus;https://www.iucnredlist.org/species/62030590/155596462;LC
1888-11-06;Peyrissas;f_004;inconnu;non concerné;3;22694730;Onychoprion anaethetus;https://www.iucnredlist.org/species/22694730/154676367;LC
1907-09-06;Lavelanet;f_003;reproducteur;non concerné;3;22710055;Phoenicurus phoenicurus;https://www.iucnredlist.org/species/22710055/155611852;LC
1903-09-16;Lavelanet;f_004;reproducteur;susceptible de provoquer des dégats;1;22694136;Glareola nordmanni;https://www.iucnredlist.org/species/22694136/90086476;NT
1909-06-12;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;2;NA;Ichthyaetus audouinii;NA;NA
1903-09-20;Lavelanet;f_009;migrateur;susceptible de provoquer des dégats;3;22680229;Spatula discors;https://www.iucnredlist.org/species/22680229/92850997;LC
1900-05-08;Gardouch;f_005;migrateur;non concerné;3;22694787;Chlidonias niger;https://www.iucnredlist.org/species/22694787/155491450;LC
1873-10-10;Lavelanet;f_003;migrateur;auxiliaire;3;22708286;Monticola solitarius;https://www.iucnredlist.org/species/22708286/87933903;LC
1874-09-23;Peyrissas;f_001;reproducteur;auxiliaire;2;22679603;Callipepla californica;https://www.iucnredlist.org/species/22679603/131906420;LC
1893-06-30;Lavelanet;f_005;reproducteur;auxiliaire;4;22686774;Tachymarptis melba;https://www.iucnredlist.org/species/22686774/86109107;LC
1883-08-28;Peyrissas;f_004;inconnu;susceptible de provoquer des dégats;3;22689714;Chordeiles minor;https://www.iucnredlist.org/species/22689714/93244252;LC
1873-08-04;Lavelanet;f_009;inconnu;auxiliaire;4;22714736;Acrocephalus dumetorum;https://www.iucnredlist.org/species/22714736/111098258;LC
1873-03-23;Lavelanet;f_009;inconnu;auxiliaire;3;22725044;Acanthis flammea;https://www.iucnredlist.org/species/22725044/155292529;LC
1907-08-29;Peyrissas;f_003;migrateur;auxiliaire;4;22680364;Aythya valisineria;https://www.iucnredlist.org/species/22680364/92858752;LC
1872-05-23;Lavelanet;f_002;inconnu;non concerné;3;NA;Luscinia svecica;NA;NA
1876-10-31;Gardouch;f_004;inconnu;susceptible de provoquer des dégats;3;22680229;Spatula discors;https://www.iucnredlist.org/species/22680229/92850997;LC
1875-09-26;Lavelanet;f_005;reproducteur;auxiliaire;4;22718379;Motacilla citreola;https://www.iucnredlist.org/species/22718379/154492004;LC
1878-06-12;Peyrissas;f_004;migrateur;auxiliaire;2;22716937;Sylvia nisoria;https://www.iucnredlist.org/species/22716937/87716403;LC
1883-08-23;Lavelanet;f_002;reproducteur;susceptible de provoquer des dégats;2;22694629;Sterna paradisaea;https://www.iucnredlist.org/species/22694629/132065195;LC
1891-03-16;Lavelanet;f_009;inconnu;susceptible de provoquer des dégats;2;22696362;Falco tinnunculus;https://www.iucnredlist.org/species/22696362/93556429;LC
1893-06-24;Lavelanet;f_010;inconnu;non concerné;3;22697842;Gavia immer;https://www.iucnredlist.org/species/22697842/132607418;LC
1891-07-21;Lavelanet;f_011;inconnu;auxiliaire;4;22735965;Periparus ater;https://www.iucnredlist.org/species/22735965/118835425;LC
1906-04-23;Peyrissas;f_004;migrateur;auxiliaire;4;22716776;Panurus biarmicus;https://www.iucnredlist.org/species/22716776/87767500;LC
1877-08-26;Lavelanet;f_002;reproducteur;susceptible de provoquer des dégats;3;103815402;Riparia paludicola;https://www.iucnredlist.org/species/103815402/94322868;LC
1895-12-24;Lavelanet;f_011;inconnu;susceptible de provoquer des dégats;3;22693220;Tringa nebularia;https://www.iucnredlist.org/species/22693220/86684205;LC
1894-04-04;Gardouch;f_005;migrateur;non concerné;3;NA;Oceanodroma castro;NA;NA
1880-09-29;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;2;22680163;Mareca americana;https://www.iucnredlist.org/species/22680163/92846924;LC
1898-12-03;Lavelanet;f_011;inconnu;auxiliaire;3;22696092;Hieraaetus pennatus;https://www.iucnredlist.org/species/22696092/93543946;LC
1898-06-16;Gardouch;f_004;reproducteur;susceptible de provoquer des dégats;4;22696092;Hieraaetus pennatus;https://www.iucnredlist.org/species/22696092/93543946;LC
1887-04-21;Lavelanet;f_001;migrateur;auxiliaire;3;22718379;Motacilla citreola;https://www.iucnredlist.org/species/22718379/154492004;LC
1887-06-19;Lavelanet;f_001;reproducteur;susceptible de provoquer des dégats;3;22683027;Alcedo atthis;https://www.iucnredlist.org/species/22683027/89575948;LC
1878-09-11;Lavelanet;f_008;migrateur;non concerné;3;22714445;Cettia cetti;https://www.iucnredlist.org/species/22714445/111073290;LC
1868-01-16;Lavelanet;f_004;reproducteur;susceptible de provoquer des dégats;3;103815402;Riparia paludicola;https://www.iucnredlist.org/species/103815402/94322868;LC
1895-07-10;Gardouch;f_002;inconnu;non concerné;5;NA;Ichthyaetus audouinii;NA;NA
1905-12-19;Peyrissas;f_004;reproducteur;non concerné;4;22710051;Phoenicurus ochruros;https://www.iucnredlist.org/species/22710051/155610899;LC
1869-07-01;Gardouch;f_003;inconnu;susceptible de provoquer des dégats;3;22678944;Coturnix coturnix;https://www.iucnredlist.org/species/22678944/131904485;LC
1889-05-19;Gardouch;f_001;inconnu;auxiliaire;1;22689362;Aegolius funereus;https://www.iucnredlist.org/species/22689362/93228127;LC
1874-05-19;Peyrissas;f_001;migrateur;non concerné;5;22693211;Tringa totanus;https://www.iucnredlist.org/species/22693211/86687799;LC
1899-05-14;Lavelanet;f_005;inconnu;non concerné;4;22693220;Tringa nebularia;https://www.iucnredlist.org/species/22693220/86684205;LC
1893-05-14;Lavelanet;f_008;inconnu;auxiliaire;4;22692816;Porphyrio alleni;https://www.iucnredlist.org/species/22692816/93370659;LC
1884-06-22;Peyrissas;f_003;inconnu;susceptible de provoquer des dégats;2;22680317;Sibirionetta formosa;https://www.iucnredlist.org/species/22680317/92855272;LC
1889-02-08;Lavelanet;f_007;inconnu;non concerné;4;22720441;Linaria cannabina;https://www.iucnredlist.org/species/22720441/132139778;LC
1880-09-29;Peyrissas;f_003;migrateur;non concerné;4;22735965;Periparus ater;https://www.iucnredlist.org/species/22735965/118835425;LC
1871-06-25;Gardouch;f_003;reproducteur;susceptible de provoquer des dégats;2;22679946;Branta bernicla;https://www.iucnredlist.org/species/22679946/85966135;LC
1897-04-26;Lavelanet;f_011;reproducteur;non concerné;3;22728432;Puffinus mauretanicus;https://www.iucnredlist.org/species/22728432/132658315;CR
1904-03-22;Gardouch;f_006;inconnu;auxiliaire;2;22683873;Cuculus canorus;https://www.iucnredlist.org/species/22683873/155496731;LC
1875-10-01;Lavelanet;f_005;reproducteur;auxiliaire;1;22696362;Falco tinnunculus;https://www.iucnredlist.org/species/22696362/93556429;LC
1900-10-23;Peyrissas;f_003;inconnu;susceptible de provoquer des dégats;2;22716776;Panurus biarmicus;https://www.iucnredlist.org/species/22716776/87767500;LC
1906-01-01;Peyrissas;f_003;migrateur;susceptible de provoquer des dégats;2;22683027;Alcedo atthis;https://www.iucnredlist.org/species/22683027/89575948;LC
1877-05-27;Peyrissas;f_002;reproducteur;non concerné;3;22680455;Bucephala clangula;https://www.iucnredlist.org/species/22680455/132529366;LC
1896-04-20;Gardouch;f_002;reproducteur;susceptible de provoquer des dégats;4;NA;Luscinia svecica;NA;NA
1877-02-26;Lavelanet;f_004;inconnu;susceptible de provoquer des dégats;5;22720441;Linaria cannabina;https://www.iucnredlist.org/species/22720441/132139778;LC
1884-12-06;Lavelanet;f_002;reproducteur;auxiliaire;3;22695028;Elanus caeruleus;https://www.iucnredlist.org/species/22695028/152521997;LC
1872-08-01;Lavelanet;f_006;reproducteur;auxiliaire;3;22735985;Cyanistes cyanus;https://www.iucnredlist.org/species/22735985/87434883;LC
1884-06-28;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;4;22694136;Glareola nordmanni;https://www.iucnredlist.org/species/22694136/90086476;NT
1895-10-23;Peyrissas;f_003;reproducteur;auxiliaire;3;22683027;Alcedo atthis;https://www.iucnredlist.org/species/22683027/89575948;LC
1888-02-18;Peyrissas;f_003;reproducteur;auxiliaire;3;22689362;Aegolius funereus;https://www.iucnredlist.org/species/22689362/93228127;LC
